Source,Target,Type,Id,Weight
134,0,Directed,0,95041
175,0,Directed,1,4100
187,0,Directed,2,204
72,1,Directed,3,31871
92,1,Directed,4,8973
60,1,Directed,5,2393
182,1,Directed,6,1978
34,1,Directed,7,913
145,1,Directed,8,538
140,2,Directed,9,1936653
182,2,Directed,10,1661588
151,2,Directed,11,1084151
96,2,Directed,12,1020277
150,2,Directed,13,592182
144,2,Directed,14,545361
92,2,Directed,15,415875
184,2,Directed,16,262027
11,2,Directed,17,258452
72,2,Directed,18,215784
46,2,Directed,19,210184
23,2,Directed,20,200510
82,2,Directed,21,173338
66,2,Directed,22,146297
79,2,Directed,23,139761
60,2,Directed,24,138039
86,2,Directed,25,137995
85,2,Directed,26,115429
116,2,Directed,27,114938
190,2,Directed,28,113338
159,2,Directed,29,107032
27,2,Directed,30,105686
142,2,Directed,31,103700
38,2,Directed,32,102709
57,2,Directed,33,100899
0,2,Directed,34,99973
141,2,Directed,35,98796
171,2,Directed,36,84578
98,2,Directed,37,83954
104,2,Directed,38,79801
57,3,Directed,39,19939
141,3,Directed,40,10739
66,3,Directed,41,3670
142,3,Directed,42,963
8,3,Directed,43,624
116,3,Directed,44,430
92,3,Directed,45,419
63,3,Directed,46,389
2,3,Directed,47,310
79,3,Directed,48,223
17,3,Directed,49,196
37,3,Directed,50,196
48,3,Directed,51,102
60,3,Directed,52,96
186,3,Directed,53,93
171,3,Directed,54,73
10,3,Directed,55,59
170,3,Directed,56,44
147,4,Directed,57,258105
141,4,Directed,58,92793
31,4,Directed,59,62498
157,4,Directed,60,54516
167,4,Directed,61,42688
149,4,Directed,62,7264
146,4,Directed,63,7189
125,4,Directed,64,6046
74,4,Directed,65,2284
193,4,Directed,66,2092
124,4,Directed,67,1692
44,4,Directed,68,274
36,4,Directed,69,216
77,5,Directed,70,6601
49,5,Directed,71,4840
93,5,Directed,72,4069
60,5,Directed,73,2678
148,5,Directed,74,1819
142,5,Directed,75,1013
155,5,Directed,76,936
179,5,Directed,77,734
156,5,Directed,78,689
153,5,Directed,79,485
34,5,Directed,80,442
15,5,Directed,81,308
163,5,Directed,82,248
71,5,Directed,83,195
38,5,Directed,84,136
62,5,Directed,85,91
2,5,Directed,86,84
83,5,Directed,87,80
92,5,Directed,88,73
104,5,Directed,89,56
172,5,Directed,90,45
167,5,Directed,91,45
66,5,Directed,92,41
130,5,Directed,93,40
189,5,Directed,94,39
78,5,Directed,95,33
70,5,Directed,96,31
94,5,Directed,97,20
47,5,Directed,98,20
79,5,Directed,99,16
83,6,Directed,100,2266216
84,6,Directed,101,1548032
134,6,Directed,102,1343737
14,6,Directed,103,1157072
51,6,Directed,104,871621
163,6,Directed,105,745580
191,6,Directed,106,697296
63,6,Directed,107,583985
165,6,Directed,108,479391
127,6,Directed,109,455905
168,6,Directed,110,435810
0,6,Directed,111,435810
21,6,Directed,112,242510
95,6,Directed,113,217904
62,6,Directed,114,148753
104,6,Directed,115,139459
85,6,Directed,116,5503
58,7,Directed,117,31477
164,7,Directed,118,11499
85,7,Directed,119,7533
6,7,Directed,120,3900
163,7,Directed,121,3053
191,7,Directed,122,2349
106,7,Directed,123,2310
95,7,Directed,124,2243
168,7,Directed,125,1585
84,7,Directed,126,1434
104,7,Directed,127,1215
100,7,Directed,128,1187
60,7,Directed,129,1085
111,7,Directed,130,870
151,7,Directed,131,796
142,7,Directed,132,793
2,7,Directed,133,771
92,7,Directed,134,734
66,7,Directed,135,550
138,8,Directed,136,704503
22,8,Directed,137,434759
37,8,Directed,138,221109
139,8,Directed,139,202643
92,8,Directed,140,158049
186,8,Directed,141,137726
57,8,Directed,142,101726
25,8,Directed,143,50621
38,8,Directed,144,14936
2,8,Directed,145,9588
40,8,Directed,146,8963
66,8,Directed,147,8465
43,8,Directed,148,8459
140,8,Directed,149,7589
60,8,Directed,150,5327
141,8,Directed,151,5147
94,8,Directed,152,4619
184,8,Directed,153,4573
151,8,Directed,154,1954
144,8,Directed,155,1860
145,8,Directed,156,1544
119,8,Directed,157,1504
189,8,Directed,158,1286
163,8,Directed,159,1167
47,8,Directed,160,1147
150,8,Directed,161,1118
11,8,Directed,162,1060
72,8,Directed,163,1055
46,8,Directed,164,1022
50,8,Directed,165,990
12,9,Directed,166,87454
69,9,Directed,167,40794
151,9,Directed,168,20528
