Source,Target,Type,Id,Weight
86,9,Directed,169,8711
163,9,Directed,170,2820
184,9,Directed,171,2638
72,9,Directed,172,1093
187,9,Directed,173,1058
104,9,Directed,174,912
181,9,Directed,175,872
96,9,Directed,176,846
2,9,Directed,177,679
182,9,Directed,178,579
20,9,Directed,179,327
142,10,Directed,180,1351846
132,10,Directed,181,673378
38,10,Directed,182,472931
83,10,Directed,183,408880
190,10,Directed,184,238307
63,10,Directed,185,233108
92,10,Directed,186,220235
167,10,Directed,187,192251
111,10,Directed,188,164534
2,10,Directed,189,141186
72,10,Directed,190,132680
165,10,Directed,191,117550
60,10,Directed,192,116001
87,10,Directed,193,105925
43,10,Directed,194,103160
104,10,Directed,195,100970
81,10,Directed,196,100185
79,10,Directed,197,95782
84,10,Directed,198,88095
65,10,Directed,199,75575
46,10,Directed,200,73275
162,10,Directed,201,71106
85,10,Directed,202,65831
173,10,Directed,203,63652
140,10,Directed,204,62767
34,10,Directed,205,56651
145,10,Directed,206,56264
94,10,Directed,207,55733
115,10,Directed,208,51608
86,10,Directed,209,51054
2,11,Directed,210,246340
159,11,Directed,211,214925
182,11,Directed,212,203550
23,11,Directed,213,170864
150,11,Directed,214,77376
140,11,Directed,215,72666
144,11,Directed,216,60561
82,11,Directed,217,48967
46,11,Directed,218,44053
151,11,Directed,219,34105
92,11,Directed,220,32746
55,11,Directed,221,29919
145,11,Directed,222,24139
123,11,Directed,223,24052
56,11,Directed,224,19719
38,11,Directed,225,19505
0,11,Directed,226,19179
171,11,Directed,227,17400
27,11,Directed,228,17324
86,11,Directed,229,17062
51,11,Directed,230,16397
63,11,Directed,231,15258
83,11,Directed,232,14949
60,11,Directed,233,12172
142,11,Directed,234,12127
163,11,Directed,235,10967
66,11,Directed,236,9871
130,11,Directed,237,9343
79,11,Directed,238,9333
184,11,Directed,239,9064
9,12,Directed,240,145693
69,12,Directed,241,50173
151,12,Directed,242,28215
187,12,Directed,243,16707
96,12,Directed,244,3552
184,12,Directed,245,2763
98,12,Directed,246,2507
182,12,Directed,247,2080
181,12,Directed,248,1691
86,12,Directed,249,1501
61,12,Directed,250,476
20,12,Directed,251,450
2,12,Directed,252,279
120,12,Directed,253,277
175,12,Directed,254,244
0,12,Directed,255,182
78,13,Directed,256,28754
60,13,Directed,257,10071
93,13,Directed,258,7819
142,13,Directed,259,2077
34,13,Directed,260,1633
77,13,Directed,261,1391
63,13,Directed,262,1164
83,13,Directed,263,623
47,13,Directed,264,417
179,13,Directed,265,406
139,13,Directed,266,327
171,13,Directed,267,319
148,13,Directed,268,303
2,13,Directed,269,301
15,13,Directed,270,248
40,13,Directed,271,201
38,13,Directed,272,179
130,13,Directed,273,166
92,13,Directed,274,164
66,13,Directed,275,149
119,13,Directed,276,139
25,13,Directed,277,126
8,13,Directed,278,115
57,13,Directed,279,115
167,13,Directed,280,108
150,13,Directed,281,106
72,13,Directed,282,94
10,13,Directed,283,86
156,13,Directed,284,81
49,13,Directed,285,78
21,14,Directed,286,239742
111,14,Directed,287,208406
38,14,Directed,288,166646
84,14,Directed,289,156500
101,14,Directed,290,90253
60,14,Directed,291,47103
127,14,Directed,292,39988
83,14,Directed,293,35250
142,14,Directed,294,34266
16,14,Directed,295,30877
190,14,Directed,296,28176
32,14,Directed,297,20109
25,14,Directed,298,15274
131,14,Directed,299,14651
94,14,Directed,300,14090
173,14,Directed,301,10799
162,14,Directed,302,9811
77,15,Directed,303,6629
155,15,Directed,304,3130
142,15,Directed,305,2522
156,15,Directed,306,2188
179,15,Directed,307,1497
60,15,Directed,308,1039
93,15,Directed,309,999
34,15,Directed,310,692
83,15,Directed,311,465
71,15,Directed,312,391
49,15,Directed,313,338
5,15,Directed,314,195
153,15,Directed,315,109
47,15,Directed,316,58
13,15,Directed,317,49
172,15,Directed,318,47
38,15,Directed,319,43
78,15,Directed,320,33
10,15,Directed,321,24
18,15,Directed,322,22
83,16,Directed,323,310591
51,16,Directed,324,83015
14,16,Directed,325,80457
134,16,Directed,326,76674
63,16,Directed,327,49322
84,16,Directed,328,23104
191,16,Directed,329,15397
95,16,Directed,330,14874
165,16,Directed,331,10099
168,16,Directed,332,7719
100,16,Directed,333,5551
58,16,Directed,334,4793
104,16,Directed,335,4626
53,16,Directed,336,4147
127,16,Directed,337,3888
163,16,Directed,338,3124
182,16,Directed,339,2227
66,16,Directed,340,2080
130,16,Directed,341,2003
142,16,Directed,342,1700
54,16,Directed,343,1590
173,16,Directed,344,1189
60,16,Directed,345,1149
169,16,Directed,346,871
62,16,Directed,347,695
0,16,Directed,348,673
116,16,Directed,349,665
164,16,Directed,350,532
180,16,Directed,351,480
36,16,Directed,352,441
92,17,Directed,353,186116
66,17,Directed,354,158122
79,17,Directed,355,150578
116,17,Directed,356,92399
57,17,Directed,357,51005
140,17,Directed,358,48584
182,17,Directed,359,44597
2,17,Directed,360,44451
141,17,Directed,361,37305
150,17,Directed,362,29749
142,17,Directed,363,28234
147,17,Directed,364,20359
72,17,Directed,365,16685
27,17,Directed,366,14850
151,17,Directed,367,14447
60,17,Directed,368,12779
7,17,Directed,369,10130
38,17,Directed,370,9776
33,17,Directed,371,8277
83,17,Directed,372,7811
25,17,Directed,373,5901
9,17,Directed,374,5822
94,17,Directed,375,5121
86,17,Directed,376,5057
170,17,Directed,377,4990
109,17,Directed,378,4975
74,17,Directed,379,4598
55,17,Directed,380,4580
180,17,Directed,381,4470
1,17,Directed,382,4389
73,18,Directed,383,25493
52,18,Directed,384,9982
80,18,Directed,385,9762
60,18,Directed,386,4429
119,18,Directed,387,3810
38,18,Directed,388,2117
34,18,Directed,389,897
93,18,Directed,390,536
142,18,Directed,391,442
83,18,Directed,392,404
81,18,Directed,393,77
2,18,Directed,394,73
104,18,Directed,395,58
78,18,Directed,396,58
130,18,Directed,397,48
129,19,Directed,398,78209
177,19,Directed,399,49664
130,19,Directed,400,46036
44,19,Directed,401,14183
70,19,Directed,402,10539
28,19,Directed,403,10267
146,19,Directed,404,1971
66,19,Directed,405,1854
114,19,Directed,406,1331
36,19,Directed,407,721
151,20,Directed,408,679682
184,20,Directed,409,224847
96,20,Directed,410,69682
108,20,Directed,411,17316
187,20,Directed,412,14729
12,20,Directed,413,13440
103,20,Directed,414,10444
69,20,Directed,415,8473
120,20,Directed,416,7578
9,20,Directed,417,5705
175,20,Directed,418,5656
181,20,Directed,419,5442
98,20,Directed,420,5213
61,20,Directed,421,3230
64,20,Directed,422,2102
140,20,Directed,423,476
142,20,Directed,424,459
91,20,Directed,425,385
190,20,Directed,426,364
82,20,Directed,427,340
170,20,Directed,428,338
0,20,Directed,429,280
48,20,Directed,430,198
122,20,Directed,431,167
34,20,Directed,432,154
72,20,Directed,433,107
8,20,Directed,434,101
144,20,Directed,435,95
25,20,Directed,436,93
60,20,Directed,437,86
38,21,Directed,438,34276
83,21,Directed,439,26688
134,21,Directed,440,3029
14,21,Directed,441,1042
8,22,Directed,442,44436
25,22,Directed,443,26738
57,22,Directed,444,12679
139,22,Directed,445,11743
119,22,Directed,446,9911
60,22,Directed,447,5096
37,22,Directed,448,4923
138,22,Directed,449,4460
40,22,Directed,450,3085
2,22,Directed,451,2104
47,22,Directed,452,1842
94,22,Directed,453,1727
92,22,Directed,454,1485
34,22,Directed,455,1436
66,22,Directed,456,1287
38,22,Directed,457,1173
50,22,Directed,458,1042
18,22,Directed,459,942
142,22,Directed,460,939
189,22,Directed,461,804
171,22,Directed,462,685
186,22,Directed,463,529
43,22,Directed,464,525
79,22,Directed,465,397
17,22,Directed,466,392
151,22,Directed,467,341
170,22,Directed,468,304
80,22,Directed,469,240
10,22,Directed,470,237
140,22,Directed,471,226
46,23,Directed,472,12287
159,23,Directed,473,9831
123,23,Directed,474,4229
55,23,Directed,475,3259
145,23,Directed,476,2961
56,23,Directed,477,1886
2,23,Directed,478,532
150,23,Directed,479,390
11,23,Directed,480,201
151,23,Directed,481,170
66,23,Directed,482,167
82,23,Directed,483,153
92,23,Directed,484,111
167,24,Directed,485,38607
194,24,Directed,486,32764
193,24,Directed,487,13295
83,24,Directed,488,9861
142,24,Directed,489,8561
112,24,Directed,490,4761
38,24,Directed,491,4382
4,24,Directed,492,3677
147,24,Directed,493,3513
102,24,Directed,494,3375
174,24,Directed,495,3073
165,24,Directed,496,1994
117,24,Directed,497,1948
125,24,Directed,498,1911
185,24,Directed,499,1704
2,24,Directed,500,1332
60,24,Directed,501,1322
124,24,Directed,502,1227
130,24,Directed,503,770
79,24,Directed,504,754
87,24,Directed,505,741
97,24,Directed,506,740
134,24,Directed,507,725
166,24,Directed,508,721
110,24,Directed,509,663
92,24,Directed,510,646
141,24,Directed,511,550
170,24,Directed,512,518
131,24,Directed,513,464
10,24,Directed,514,464
141,25,Directed,515,169069
94,25,Directed,516,60115
138,25,Directed,517,48098
22,25,Directed,518,47563
92,25,Directed,519,45541
57,25,Directed,520,37663
8,25,Directed,521,35618
186,25,Directed,522,29468
38,25,Directed,523,23769
60,25,Directed,524,21626
2,25,Directed,525,19902
37,25,Directed,526,18910
139,25,Directed,527,18406
104,25,Directed,528,15116
66,25,Directed,529,11713
43,25,Directed,530,10510
40,25,Directed,531,8395
4,25,Directed,532,7897
142,25,Directed,533,6061
140,25,Directed,534,4267
79,25,Directed,535,4073
51,25,Directed,536,3818
171,25,Directed,537,3657
189,25,Directed,538,3515
119,25,Directed,539,3282
11,25,Directed,540,2864
47,25,Directed,541,2544
163,25,Directed,542,2526
91,25,Directed,543,2464
77,25,Directed,544,2323
111,26,Directed,545,51048
173,26,Directed,546,15207
63,26,Directed,547,14227
84,26,Directed,548,6517
127,26,Directed,549,5649
83,26,Directed,550,3257
142,26,Directed,551,2172
38,26,Directed,552,2172
162,26,Directed,553,1629
14,26,Directed,554,1304
165,26,Directed,555,1304
134,26,Directed,556,867
10,26,Directed,557,544
81,26,Directed,558,544
79,26,Directed,559,324
132,26,Directed,560,215
94,26,Directed,561,215
43,26,Directed,562,161
60,26,Directed,563,161
151,27,Directed,564,30950
72,27,Directed,565,11688
182,27,Directed,566,9867
184,27,Directed,567,9639
150,27,Directed,568,8524
142,27,Directed,569,8025
57,27,Directed,570,6440
2,27,Directed,571,5763
159,27,Directed,572,4190
145,27,Directed,573,3777
92,27,Directed,574,3582
60,27,Directed,575,3204
120,27,Directed,576,3162
12,27,Directed,577,2963
140,27,Directed,578,2286
9,27,Directed,579,2252
163,27,Directed,580,2055
66,27,Directed,581,1987
1,27,Directed,582,1706
96,27,Directed,583,1689
144,27,Directed,584,1627
17,27,Directed,585,1597
38,27,Directed,586,1471
85,27,Directed,587,1306
79,27,Directed,588,1163
187,27,Directed,589,1134
39,27,Directed,590,1074
20,27,Directed,591,1064
104,27,Directed,592,1008
190,27,Directed,593,943
44,28,Directed,594,544036
114,28,Directed,595,44078
70,28,Directed,596,32411
177,28,Directed,597,15485
129,28,Directed,598,12833
130,28,Directed,599,5201
19,28,Directed,600,4203
158,28,Directed,601,4057
147,29,Directed,602,173417
149,29,Directed,603,66530
174,29,Directed,604,28951
97,29,Directed,605,1066
185,29,Directed,606,921
17,29,Directed,607,625
66,29,Directed,608,312
83,30,Directed,609,45788
38,30,Directed,610,927
127,30,Directed,611,733
60,30,Directed,612,139
94,30,Directed,613,129
173,30,Directed,614,62
14,30,Directed,615,53
48,30,Directed,616,38
34,30,Directed,617,37
142,30,Directed,618,36
21,30,Directed,619,34
165,30,Directed,620,33
43,30,Directed,621,33
66,30,Directed,622,30
10,30,Directed,623,27
2,30,Directed,624,27
132,30,Directed,625,24
171,30,Directed,626,24
170,30,Directed,627,23
134,30,Directed,628,22
79,30,Directed,629,20
63,30,Directed,630,19
162,30,Directed,631,18
92,30,Directed,632,13
76,31,Directed,633,5139
157,31,Directed,634,1754
158,31,Directed,635,1514
141,31,Directed,636,1187
151,31,Directed,637,715
130,31,Directed,638,686
74,31,Directed,639,423
92,31,Directed,640,417
4,31,Directed,641,379
60,31,Directed,642,359
25,31,Directed,643,293
66,31,Directed,644,205
57,31,Directed,645,146
47,31,Directed,646,87
2,31,Directed,647,68
142,31,Directed,648,53
70,31,Directed,649,43
79,31,Directed,650,37
124,31,Directed,651,26
38,31,Directed,652,23
184,31,Directed,653,22
161,31,Directed,654,15
171,31,Directed,655,13
17,31,Directed,656,10
67,31,Directed,657,8
176,31,Directed,658,8
114,31,Directed,659,7
44,31,Directed,660,7
68,31,Directed,661,5
8,31,Directed,662,4
190,32,Directed,663,37601
173,32,Directed,664,31791
38,32,Directed,665,1566
66,32,Directed,666,283
101,32,Directed,667,268
60,32,Directed,668,201
111,32,Directed,669,177
63,32,Directed,670,156
94,32,Directed,671,128
162,32,Directed,672,126
10,32,Directed,673,119
81,32,Directed,674,119
84,32,Directed,675,108
83,32,Directed,676,98
142,32,Directed,677,94
43,32,Directed,678,57
21,32,Directed,679,53
165,32,Directed,680,48
127,32,Directed,681,46
42,32,Directed,682,43
34,32,Directed,683,43
134,32,Directed,684,42
2,32,Directed,685,39
79,32,Directed,686,30
151,32,Directed,687,30
92,32,Directed,688,15
143,33,Directed,689,285641
130,33,Directed,690,115519
36,33,Directed,691,76601
129,33,Directed,692,11415
114,33,Directed,693,8914
66,33,Directed,694,5016
74,33,Directed,695,4974
105,33,Directed,696,4624
147,33,Directed,697,4431
75,33,Directed,698,3648
158,33,Directed,699,3426
146,33,Directed,700,3209
4,33,Directed,701,2777
19,33,Directed,702,2608
67,33,Directed,703,1146
60,33,Directed,704,889
92,33,Directed,705,551
2,33,Directed,706,318
142,33,Directed,707,276
72,33,Directed,708,207
34,33,Directed,709,193
79,33,Directed,710,172
38,34,Directed,711,711555
142,34,Directed,712,624411
83,34,Directed,713,602146
63,34,Directed,714,528257
60,34,Directed,715,306334
92,34,Directed,716,280004
81,34,Directed,717,238845
190,34,Directed,718,191988
2,34,Directed,719,177129
140,34,Directed,720,177059
141,34,Directed,721,161055
134,34,Directed,722,159131
165,34,Directed,723,153625
93,34,Directed,724,146539
86,34,Directed,725,140318
43,34,Directed,726,130686
79,34,Directed,727,114535
66,34,Directed,728,105159
77,34,Directed,729,102252
150,34,Directed,730,96031
104,34,Directed,731,94299
78,34,Directed,732,93131
46,34,Directed,733,93048
151,34,Directed,734,84905
119,34,Directed,735,81033
179,34,Directed,736,78137
72,34,Directed,737,77289
184,34,Directed,738,76098
40,34,Directed,739,70405
116,34,Directed,740,65436
83,35,Directed,741,658488
51,35,Directed,742,166840
14,35,Directed,743,163386
127,35,Directed,744,154340
63,35,Directed,745,151465
134,35,Directed,746,135876
165,35,Directed,747,55825
84,35,Directed,748,43909
191,35,Directed,749,35574
95,35,Directed,750,32861
168,35,Directed,751,18954
53,35,Directed,752,9875
104,35,Directed,753,8439
163,35,Directed,754,7290
100,35,Directed,755,6623
58,35,Directed,756,5706
182,35,Directed,757,5146
130,35,Directed,758,4152
142,35,Directed,759,3917
173,35,Directed,760,2336
60,35,Directed,761,2325
169,35,Directed,762,2073
54,35,Directed,763,1891
62,35,Directed,764,1700
0,35,Directed,765,1602
116,35,Directed,766,1465
164,35,Directed,767,1267
66,35,Directed,768,1082
180,35,Directed,769,997
6,35,Directed,770,914
168,36,Directed,771,344286
143,36,Directed,772,88338
33,36,Directed,773,34988
129,36,Directed,774,2950
130,36,Directed,775,2819
106,36,Directed,776,1238
66,36,Directed,777,1000
146,36,Directed,778,807
67,36,Directed,779,330
147,36,Directed,780,289
139,37,Directed,781,185731
8,37,Directed,782,73285
22,37,Directed,783,39084
40,37,Directed,784,24427
50,37,Directed,785,24427
167,37,Directed,786,21290
25,37,Directed,787,18986
142,37,Directed,788,18901
2,37,Directed,789,12665
38,37,Directed,790,9823
57,37,Directed,791,9194
60,37,Directed,792,8386
189,37,Directed,793,4302
92,37,Directed,794,3934
66,37,Directed,795,3298
47,37,Directed,796,3173
186,37,Directed,797,2381
34,37,Directed,798,1922
119,37,Directed,799,1809
170,37,Directed,800,1308
138,37,Directed,801,1275
43,37,Directed,802,1113
171,37,Directed,803,1077
10,37,Directed,804,1038
17,37,Directed,805,877
94,37,Directed,806,848
58,37,Directed,807,731
79,37,Directed,808,682
151,37,Directed,809,614
83,37,Directed,810,574
81,38,Directed,811,276187
43,38,Directed,812,190888
25,38,Directed,813,75920
63,38,Directed,814,74674
84,38,Directed,815,40608
190,38,Directed,816,28712
60,38,Directed,817,27365
173,38,Directed,818,15525
139,38,Directed,819,13779
142,38,Directed,820,9308
83,38,Directed,821,9164
34,38,Directed,822,8818
94,38,Directed,823,6975
111,38,Directed,824,6264
165,38,Directed,825,5554
10,38,Directed,826,5341
134,38,Directed,827,4500
14,38,Directed,828,4106
151,38,Directed,829,3028
142,39,Directed,830,39497
72,39,Directed,831,25366
69,39,Directed,832,16353
151,39,Directed,833,13912
165,39,Directed,834,10566
63,39,Directed,835,7709
27,39,Directed,836,6585
150,39,Directed,837,5785
51,39,Directed,838,5547
167,39,Directed,839,5313
184,39,Directed,840,3504
163,39,Directed,841,3484
60,39,Directed,842,3401
10,39,Directed,843,3187
104,39,Directed,844,2945
83,39,Directed,845,2941
2,39,Directed,846,2779
159,39,Directed,847,2709
38,39,Directed,848,1712
34,39,Directed,849,1610
86,39,Directed,850,1287
9,39,Directed,851,1256
120,39,Directed,852,1005
66,39,Directed,853,980
170,39,Directed,854,975
87,39,Directed,855,829
140,39,Directed,856,756
147,39,Directed,857,731
144,39,Directed,858,721
14,39,Directed,859,695
189,40,Directed,860,49829
60,40,Directed,861,20140
50,40,Directed,862,15212
57,40,Directed,863,7086
139,40,Directed,864,5391
8,40,Directed,865,3419
119,40,Directed,866,3050
92,40,Directed,867,3001
2,40,Directed,868,2523
25,40,Directed,869,2496
136,40,Directed,870,2208
66,40,Directed,871,2203
38,40,Directed,872,2176
37,40,Directed,873,2162
47,40,Directed,874,1945
142,40,Directed,875,1322
104,40,Directed,876,1253
45,40,Directed,877,1128
34,40,Directed,878,1051
22,40,Directed,879,874
94,40,Directed,880,771
171,40,Directed,881,725
151,40,Directed,882,719
128,40,Directed,883,611
91,40,Directed,884,500
73,40,Directed,885,490
17,40,Directed,886,464
186,40,Directed,887,464
148,40,Directed,888,410
52,40,Directed,889,409
110,41,Directed,890,9651
66,41,Directed,891,482
174,41,Directed,892,145
97,41,Directed,893,76
38,42,Directed,894,28877
43,42,Directed,895,5411
63,42,Directed,896,2954
25,42,Directed,897,2807
84,42,Directed,898,1428
60,42,Directed,899,1038
190,42,Directed,900,758
173,42,Directed,901,568
139,42,Directed,902,527
83,42,Directed,903,366
34,42,Directed,904,334
142,42,Directed,905,307
94,42,Directed,906,212
10,42,Directed,907,204
111,42,Directed,908,197
134,42,Directed,909,171
81,42,Directed,910,165
165,42,Directed,911,154
14,42,Directed,912,153
151,42,Directed,913,146
38,43,Directed,914,614012
190,43,Directed,915,114462
60,43,Directed,916,67133
63,43,Directed,917,46057
173,43,Directed,918,32128
84,43,Directed,919,31983
122,43,Directed,920,25374
187,43,Directed,921,24197
94,43,Directed,922,22661
165,43,Directed,923,20239
34,43,Directed,924,17431
32,43,Directed,925,13600
14,43,Directed,926,10855
127,43,Directed,927,10728
134,43,Directed,928,9703
83,43,Directed,929,5536
10,43,Directed,930,5028
142,43,Directed,931,4810
151,43,Directed,932,4500
21,43,Directed,933,4437
66,43,Directed,934,2339
132,43,Directed,935,2229
167,43,Directed,936,1938
98,43,Directed,937,1907
2,43,Directed,938,1804
130,43,Directed,939,1495
96,43,Directed,940,1433
111,43,Directed,941,1387
28,44,Directed,942,1307265
114,44,Directed,943,359579
74,44,Directed,944,95929
105,44,Directed,945,83252
19,44,Directed,946,54608
177,44,Directed,947,50831
129,44,Directed,948,50280
70,44,Directed,949,43176
130,44,Directed,950,39306
158,44,Directed,951,19183
118,44,Directed,952,8076
106,44,Directed,953,3701
161,44,Directed,954,665
76,44,Directed,955,332
31,44,Directed,956,294
68,44,Directed,957,44
128,45,Directed,958,294018
40,45,Directed,959,21400
52,45,Directed,960,13984
60,45,Directed,961,12750
136,45,Directed,962,11493
47,45,Directed,963,5791
80,45,Directed,964,3947
139,45,Directed,965,3806
81,45,Directed,966,3305
119,45,Directed,967,3118
73,45,Directed,968,2676
57,45,Directed,969,2176
92,45,Directed,970,2145
2,45,Directed,971,1877
37,45,Directed,972,1749
8,45,Directed,973,1476
34,45,Directed,974,1416
189,45,Directed,975,1389
50,45,Directed,976,1279
148,45,Directed,977,1104
66,45,Directed,978,878
171,45,Directed,979,676
151,45,Directed,980,602
79,45,Directed,981,589
25,45,Directed,982,547
142,45,Directed,983,522
22,45,Directed,984,371
186,45,Directed,985,314
140,45,Directed,986,303
17,45,Directed,987,293
23,46,Directed,988,394146
159,46,Directed,989,49828
2,46,Directed,990,32879
56,46,Directed,991,19068
145,46,Directed,992,9788
123,46,Directed,993,6017
11,46,Directed,994,5011
92,46,Directed,995,3056
171,46,Directed,996,2929
66,46,Directed,997,1713
60,46,Directed,998,1573
10,46,Directed,999,1552
151,46,Directed,1000,1276
82,46,Directed,1001,1016
34,46,Directed,1002,977
144,46,Directed,1003,923
79,46,Directed,1004,787
184,46,Directed,1005,737
140,46,Directed,1006,717
142,46,Directed,1007,652
55,46,Directed,1008,626
170,46,Directed,1009,611
150,46,Directed,1010,485
38,46,Directed,1011,434
17,46,Directed,1012,365
27,46,Directed,1013,296
51,46,Directed,1014,240
167,46,Directed,1015,197
8,46,Directed,1016,194
25,46,Directed,1017,187
57,47,Directed,1018,4454
151,47,Directed,1019,1868
78,47,Directed,1020,858
184,47,Directed,1021,568
60,47,Directed,1022,492
119,47,Directed,1023,369
2,47,Directed,1024,313
38,47,Directed,1025,272
93,47,Directed,1026,271
128,47,Directed,1027,248
92,47,Directed,1028,204
189,47,Directed,1029,179
144,47,Directed,1030,168
37,47,Directed,1031,163
8,47,Directed,1032,154
40,47,Directed,1033,146
66,47,Directed,1034,136
27,47,Directed,1035,123
148,47,Directed,1036,111
1,47,Directed,1037,101
4,47,Directed,1038,90
140,47,Directed,1039,87
139,47,Directed,1040,78
136,47,Directed,1041,75
71,47,Directed,1042,74
82,47,Directed,1043,64
73,47,Directed,1044,63
150,47,Directed,1045,63
50,47,Directed,1046,56
34,47,Directed,1047,56
2,48,Directed,1048,42372
182,48,Directed,1049,39533
140,48,Directed,1050,37197
170,48,Directed,1051,25936
85,48,Directed,1052,25918
131,48,Directed,1053,23315
23,48,Directed,1054,21492
142,48,Directed,1055,21286
86,48,Directed,1056,16190
150,48,Directed,1057,16059
104,48,Directed,1058,14982
134,48,Directed,1059,14963
173,48,Directed,1060,14206
60,48,Directed,1061,14186
0,48,Directed,1062,14064
38,48,Directed,1063,13377
63,48,Directed,1064,12482
164,48,Directed,1065,12252
190,48,Directed,1066,12052
83,48,Directed,1067,11020
43,48,Directed,1068,10526
108,48,Directed,1069,10222
88,48,Directed,1070,9668
165,48,Directed,1071,9472
79,48,Directed,1072,8197
66,48,Directed,1073,8163
184,48,Directed,1074,7880
92,48,Directed,1075,7306
57,48,Directed,1076,6759
151,48,Directed,1077,6612
78,49,Directed,1078,1407
142,49,Directed,1079,638
60,49,Directed,1080,628
5,49,Directed,1081,446
179,49,Directed,1082,308
156,49,Directed,1083,283
77,49,Directed,1084,191
34,49,Directed,1085,185
15,49,Directed,1086,168
93,49,Directed,1087,130
155,49,Directed,1088,126
66,49,Directed,1089,80
153,49,Directed,1090,63
130,49,Directed,1091,50
38,49,Directed,1092,38
104,49,Directed,1093,34
189,49,Directed,1094,30
